crime_type,location,victim_gender,victim_age,perpetrator_gender,perpetrator_age,weapon,injury
Homicide,Koramangala,Other,20,Female,68,Blunt Object,Fatal
Embezzlement,Whitefield,Female,59,Other,25,None,None
Assault,Yelahanka,Male,21,Male,68,Knife,Minor
Vandalism,Kamakshipalya,Other,27,Female,43,None,Minor
Embezzlement,Whitefield,Other,65,Other,60,None,Fatal
Kidnapping,Koramangala,Male,69,Male,55,None,Fatal
Vandalism,Banashankari,Male,26,Female,26,Blunt Object,Minor
Robbery,Hebbal,Male,63,Other,45,Gun,None
Arson,Yelahanka,Female,52,Male,67,Fire,Minor
Homicide,Koramangala,Other,48,Other,26,Gun,None
Kidnapping,Banashankari,Male,44,Female,70,None,Fatal
Kidnapping,Electronic City,Other,32,Other,59,Knife,Fatal
Homicide,Banashankari,Other,34,Other,44,Gun,Fatal
Arson,Hebbal,Male,45,Female,25,None,Minor
Burglary,Banashankari,Other,51,Female,25,Gun,None
Theft,Kamakshipalya,Other,42,Male,49,None,None
Kidnapping,Malleswaram,Male,32,Female,34,None,Minor
Fraud,Banashankari,Female,69,Male,69,None,None
Theft,Hebbal,Female,42,Other,48,Knife,Minor
Burglary,Banashankari,Other,21,Female,38,None,Fatal
Homicide,Electronic City,Female,29,Male,38,Blunt Object,Fatal
Vandalism,Hebbal,Female,35,Male,64,None,None
Kidnapping,Indiranagar,Male,56,Male,44,Gun,None
Homicide,Whitefield,Female,49,Male,44,Blunt Object,Fatal
Embezzlement,Yelahanka,Male,54,Other,33,None,Minor
Theft,Koramangala,Female,54,Female,30,Knife,Fatal
Fraud,Malleswaram,Other,54,Male,41,None,Minor
Assault,Kamakshipalya,Other,25,Other,40,Knife,None
Arson,Electronic City,Female,47,Female,50,Fire,None
Arson,Yelahanka,Male,59,Male,66,Fire,None
Burglary,Whitefield,Other,28,Other,47,Knife,None
Vandalism,Whitefield,Male,63,Male,20,None,Minor
Embezzlement,Indiranagar,Female,23,Female,46,None,None
Vandalism,Jayanagar,Male,62,Female,57,Blunt Object,None
Assault,Koramangala,Male,23,Female,49,Gun,Fatal
Arson,Malleswaram,Male,48,Female,58,None,Fatal
Burglary,Electronic City,Other,53,Other,70,Gun,Minor
Fraud,Malleswaram,Female,21,Other,59,None,Minor
Fraud,Malleswaram,Male,54,Other,36,None,None
Robbery,Banashankari,Other,47,Female,53,Blunt Object,Minor
Theft,Yelahanka,Other,70,Male,40,None,Fatal
Robbery,Banashankari,Male,47,Male,63,Blunt Object,Minor
Embezzlement,Jayanagar,Male,24,Male,44,None,Minor
Theft,Whitefield,Other,54,Other,44,None,Fatal
Embezzlement,Koramangala,Other,50,Male,30,None,Minor
Kidnapping,Kamakshipalya,Female,20,Male,48,Knife,Minor
Vandalism,Yelahanka,Other,51,Female,60,None,None
Vandalism,Jayanagar,Female,51,Female,44,Blunt Object,Fatal
Burglary,Kamakshipalya,Other,29,Other,46,Gun,None
Vandalism,Malleswaram,Other,25,Female,20,None,Minor
Vandalism,Banashankari,Other,57,Male,36,None,Minor
Kidnapping,Yelahanka,Other,57,Female,70,Knife,None
Arson,Hebbal,Male,44,Other,52,None,Minor
Arson,Yelahanka,Male,36,Female,62,None,Minor
Arson,Hebbal,Female,50,Female,25,None,Minor
Kidnapping,Koramangala,Male,58,Female,32,Gun,None
Kidnapping,Electronic City,Female,49,Female,34,Gun,Fatal
Assault,Malleswaram,Female,50,Other,23,Gun,Fatal
Homicide,Yelahanka,Other,70,Other,29,Blunt Object,None
Burglary,Electronic City,Other,51,Female,45,Knife,Minor
Theft,Hebbal,Female,50,Male,25,Knife,Fatal
Fraud,Hebbal,Female,45,Female,33,None,None
Burglary,Yelahanka,Male,24,Male,21,None,None
Homicide,Electronic City,Female,33,Male,68,Blunt Object,None
Homicide,Jayanagar,Male,20,Female,38,Gun,None
Fraud,Kamakshipalya,Male,28,Other,29,None,Fatal
Theft,Malleswaram,Female,68,Male,51,Knife,None
Arson,Koramangala,Other,22,Female,34,Fire,None
Fraud,Banashankari,Male,42,Female,37,None,None
Arson,Malleswaram,Female,62,Female,25,Fire,Fatal
Embezzlement,Whitefield,Other,45,Male,26,None,Minor
Vandalism,Koramangala,Other,45,Female,33,Spray Paint,Fatal
Fraud,Koramangala,Female,20,Other,56,None,Minor
Arson,Yelahanka,Female,59,Male,30,Fire,Minor
Homicide,Yelahanka,Male,50,Male,20,Knife,Minor
Fraud,Hebbal,Female,59,Other,56,None,Minor
Kidnapping,Whitefield,Male,66,Female,60,Gun,Minor
Assault,Jayanagar,Other,32,Male,56,Gun,Fatal
Burglary,Hebbal,Other,66,Other,37,Gun,None
Kidnapping,Yelahanka,Other,67,Male,35,None,Minor
Embezzlement,Malleswaram,Other,48,Male,38,None,Minor
Arson,Yelahanka,Other,53,Male,47,Fire,None
Vandalism,Jayanagar,Other,37,Male,44,Blunt Object,None
Burglary,Yelahanka,Male,43,Other,47,Knife,Minor
Burglary,Yelahanka,Female,52,Other,33,None,None
Assault,Hebbal,Female,42,Other,26,Gun,Fatal
Arson,Kamakshipalya,Female,43,Female,25,Fire,Minor
Homicide,Banashankari,Female,58,Male,70,Blunt Object,Fatal
Arson,Yelahanka,Male,28,Other,56,Fire,Minor
Kidnapping,Koramangala,Male,47,Other,29,Knife,Minor
Kidnapping,Kamakshipalya,Female,50,Female,40,Gun,Fatal
Arson,Hebbal,Other,62,Female,55,Fire,None
Assault,Whitefield,Male,57,Female,20,Gun,None
Theft,Koramangala,Other,45,Other,68,Gun,Fatal
Vandalism,Whitefield,Other,41,Male,48,None,Fatal
Burglary,Electronic City,Female,30,Male,53,Gun,Fatal
Assault,Koramangala,Male,36,Male,47,Gun,None
Burglary,Malleswaram,Female,56,Other,58,Gun,Minor
Homicide,Whitefield,Female,40,Other,65,Knife,None
Kidnapping,Whitefield,Other,49,Other,56,Gun,None
Assault,Whitefield,Female,43,Female,27,Knife,None
Arson,Indiranagar,Other,42,Female,54,Fire,None
Fraud,Electronic City,Other,68,Other,45,None,Minor
Robbery,Indiranagar,Other,51,Other,66,Gun,Fatal
Kidnapping,Yelahanka,Other,42,Male,47,Gun,None
Vandalism,Yelahanka,Other,50,Male,18,Blunt Object,None
Vandalism,Indiranagar,Other,32,Other,48,None,Minor
Vandalism,Indiranagar,Male,62,Other,24,Blunt Object,None
Burglary,Jayanagar,Male,59,Other,66,Gun,Fatal
Embezzlement,Kamakshipalya,Other,40,Male,29,None,Minor
Vandalism,Kamakshipalya,Female,40,Male,42,Spray Paint,Fatal
Homicide,Banashankari,Male,52,Female,18,Gun,Minor
Vandalism,Indiranagar,Other,67,Other,51,Spray Paint,Fatal
Embezzlement,Electronic City,Other,26,Female,19,None,None
Arson,Whitefield,Male,26,Other,46,None,Minor
Kidnapping,Electronic City,Female,40,Female,21,Knife,Fatal
Burglary,Kamakshipalya,Other,19,Male,70,Gun,None
Homicide,Jayanagar,Male,52,Male,39,Gun,Minor
Homicide,Koramangala,Other,68,Other,20,Blunt Object,Fatal
Kidnapping,Hebbal,Other,62,Male,62,None,Fatal
Fraud,Kamakshipalya,Other,38,Male,51,None,Minor
Theft,Indiranagar,Male,40,Other,23,None,Minor
Assault,Yelahanka,Female,47,Female,22,Fists,Fatal
Embezzlement,Koramangala,Female,21,Male,48,None,None
Fraud,Yelahanka,Female,41,Male,66,None,Fatal
Vandalism,Jayanagar,Male,25,Male,53,Blunt Object,None
Vandalism,Malleswaram,Male,41,Other,53,Blunt Object,None
Burglary,Hebbal,Male,64,Other,48,None,Fatal
Theft,Whitefield,Male,26,Other,42,Knife,None
Homicide,Kamakshipalya,Male,59,Male,49,Gun,Minor
Robbery,Jayanagar,Other,28,Male,45,Blunt Object,Minor
Assault,Malleswaram,Male,20,Male,66,Fists,Minor
Burglary,Kamakshipalya,Male,62,Male,46,None,Fatal
Embezzlement,Koramangala,Female,20,Male,27,None,Fatal
Burglary,Banashankari,Other,36,Male,47,None,None
Arson,Indiranagar,Other,63,Other,51,None,Minor
Vandalism,Whitefield,Female,63,Other,18,None,None
Burglary,Hebbal,Female,56,Female,31,Knife,Fatal
Assault,Whitefield,Other,46,Female,38,Fists,Fatal
Assault,Jayanagar,Other,57,Female,70,Fists,Fatal
Burglary,Banashankari,Female,45,Female,65,Knife,None
Kidnapping,Kamakshipalya,Other,34,Female,20,Knife,Minor
Fraud,Electronic City,Other,61,Male,70,None,None
Theft,Yelahanka,Other,59,Female,38,Gun,Minor
Fraud,Malleswaram,Male,33,Female,61,None,Fatal
Vandalism,Kamakshipalya,Male,54,Other,42,Spray Paint,Fatal
Assault,Koramangala,Female,23,Other,41,Gun,None
Embezzlement,Banashankari,Female,24,Other,29,None,Fatal
Vandalism,Koramangala,Male,20,Male,44,None,Fatal
Robbery,Hebbal,Female,56,Other,49,Gun,Minor
Embezzlement,Kamakshipalya,Other,67,Female,29,None,None
Robbery,Electronic City,Female,63,Male,18,Knife,Minor
Fraud,Electronic City,Female,45,Male,52,None,Fatal
Arson,Kamakshipalya,Female,68,Male,19,None,None
Kidnapping,Malleswaram,Female,39,Male,64,Knife,None
Fraud,Hebbal,Male,64,Female,27,None,None
Kidnapping,Malleswaram,Female,49,Male,70,Knife,None
Homicide,Koramangala,Other,48,Female,58,Blunt Object,None
Vandalism,Whitefield,Female,42,Female,36,None,None
Embezzlement,Kamakshipalya,Other,33,Male,66,None,Minor
Arson,Electronic City,Female,52,Other,26,None,Minor
Homicide,Kamakshipalya,Other,36,Male,42,Gun,Fatal
Robbery,Koramangala,Female,53,Male,55,Knife,Minor
Vandalism,Koramangala,Female,68,Other,33,Spray Paint,Fatal
Kidnapping,Yelahanka,Male,46,Female,51,Gun,None
Burglary,Malleswaram,Female,43,Female,39,None,Minor
Assault,Yelahanka,Female,36,Male,31,Gun,None
Homicide,Whitefield,Female,34,Other,20,Gun,Minor
Assault,Whitefield,Other,49,Other,60,Fists,None
Robbery,Koramangala,Other,32,Female,35,Blunt Object,Fatal
Homicide,Kamakshipalya,Female,51,Female,70,Gun,None
Assault,Malleswaram,Other,51,Female,34,Gun,Minor
Robbery,Whitefield,Female,48,Male,19,Knife,None
Robbery,Jayanagar,Other,36,Other,39,Blunt Object,Fatal
Arson,Yelahanka,Male,29,Female,57,Fire,None
Vandalism,Banashankari,Female,52,Other,60,Blunt Object,None
Assault,Whitefield,Female,21,Male,24,Fists,None
Embezzlement,Jayanagar,Male,31,Other,70,None,None
Robbery,Hebbal,Male,39,Other,48,Blunt Object,Minor
Arson,Banashankari,Female,38,Male,62,None,Minor
Robbery,Yelahanka,Female,31,Male,20,Blunt Object,None
Homicide,Whitefield,Other,66,Other,35,Knife,None
Robbery,Whitefield,Male,55,Female,22,Knife,Fatal
Assault,Malleswaram,Other,66,Other,59,Fists,Minor
Fraud,Koramangala,Female,33,Other,47,None,Minor
Theft,Koramangala,Other,50,Other,69,Knife,Fatal
Burglary,Whitefield,Female,23,Male,34,None,Minor
Assault,Banashankari,Other,29,Male,26,Knife,Fatal
Arson,Malleswaram,Female,52,Male,55,Fire,Fatal
Vandalism,Hebbal,Female,43,Female,39,None,None
Arson,Jayanagar,Other,22,Other,69,Fire,Fatal
Embezzlement,Kamakshipalya,Male,61,Female,37,None,None
Robbery,Banashankari,Other,45,Female,57,Gun,Minor
Assault,Kamakshipalya,Other,56,Male,67,Fists,Fatal
Embezzlement,Yelahanka,Other,33,Female,66,None,Minor
Homicide,Malleswaram,Female,22,Female,19,Gun,Fatal
Theft,Jayanagar,Female,58,Male,70,Knife,Fatal
Assault,Banashankari,Other,42,Other,26,Knife,Minor
Assault,Whitefield,Male,56,Other,42,Gun,Fatal
Kidnapping,Jayanagar,Female,32,Male,35,Knife,Fatal
Kidnapping,Jayanagar,Female,24,Female,45,None,Fatal
Burglary,Malleswaram,Male,55,Female,30,None,Fatal
Arson,Hebbal,Male,31,Male,55,Fire,Fatal
Vandalism,Koramangala,Female,23,Male,31,Spray Paint,Fatal
Embezzlement,Koramangala,Female,33,Female,49,None,Fatal
Assault,Yelahanka,Female,19,Female,32,Fists,Minor
Burglary,Yelahanka,Other,30,Male,57,Knife,Minor
Robbery,Koramangala,Other,62,Female,43,Knife,Fatal
Vandalism,Jayanagar,Other,18,Female,40,Blunt Object,Minor
Vandalism,Malleswaram,Other,52,Male,30,Blunt Object,Minor
Fraud,Electronic City,Other,19,Male,32,None,Minor
Burglary,Whitefield,Other,44,Female,40,None,None
Fraud,Hebbal,Female,32,Female,27,None,None
Fraud,Koramangala,Male,60,Female,43,None,None
Assault,Jayanagar,Female,60,Male,51,Fists,None
Arson,Koramangala,Other,56,Other,21,None,Fatal
Homicide,Yelahanka,Male,70,Female,46,Knife,Fatal
Fraud,Banashankari,Female,32,Female,41,None,Fatal
Kidnapping,Indiranagar,Other,45,Other,25,Knife,None
Fraud,Indiranagar,Other,58,Female,60,None,None
Homicide,Malleswaram,Other,27,Male,64,Knife,Minor
Assault,Hebbal,Male,46,Female,58,Knife,Fatal
Kidnapping,Hebbal,Female,32,Other,39,Gun,Minor
Theft,Yelahanka,Other,32,Male,21,Gun,Minor
Kidnapping,Indiranagar,Other,55,Male,69,None,None
Assault,Indiranagar,Female,19,Other,69,Knife,Minor
Arson,Banashankari,Other,29,Male,26,Fire,None
Theft,Indiranagar,Male,18,Male,43,Gun,None
Assault,Jayanagar,Male,58,Other,69,Fists,Fatal
Robbery,Koramangala,Other,65,Male,38,Gun,Minor
Homicide,Electronic City,Male,33,Female,26,Blunt Object,None
Fraud,Malleswaram,Male,62,Male,33,None,Fatal
Homicide,Malleswaram,Other,32,Female,28,Knife,None
Embezzlement,Yelahanka,Female,22,Other,57,None,Fatal
Burglary,Hebbal,Male,48,Female,27,None,None
Fraud,Kamakshipalya,Female,40,Female,20,None,Fatal
Vandalism,Electronic City,Male,19,Other,48,None,Fatal
Embezzlement,Koramangala,Female,52,Female,63,None,Minor
Fraud,Malleswaram,Male,55,Male,68,None,Minor
Homicide,Whitefield,Male,45,Female,67,Knife,Minor
Robbery,Jayanagar,Male,47,Female,25,Knife,None
Embezzlement,Whitefield,Other,68,Female,46,None,None
Theft,Yelahanka,Male,67,Female,30,Knife,None
Kidnapping,Koramangala,Other,39,Other,62,Gun,Minor
Assault,Electronic City,Other,57,Male,34,Knife,None
Arson,Koramangala,Female,51,Female,41,Fire,None
Kidnapping,Jayanagar,Female,24,Male,67,Knife,None
Fraud,Hebbal,Female,31,Female,62,None,None
Arson,Indiranagar,Other,43,Female,22,None,Fatal
Robbery,Koramangala,Male,40,Female,58,Knife,None
Burglary,Indiranagar,Other,28,Male,33,None,Fatal
Burglary,Whitefield,Male,51,Female,48,Knife,None
Burglary,Electronic City,Female,50,Other,67,Knife,Fatal
Vandalism,Whitefield,Male,33,Male,18,Spray Paint,Minor
Assault,Electronic City,Male,30,Male,62,Gun,Fatal
Arson,Whitefield,Male,36,Male,51,Fire,None
Theft,Hebbal,Female,27,Female,46,Gun,None
Embezzlement,Jayanagar,Other,31,Male,31,None,Fatal
Arson,Jayanagar,Female,49,Other,68,Fire,None
Kidnapping,Yelahanka,Female,33,Female,40,None,Fatal
Arson,Malleswaram,Male,28,Male,61,Fire,None
Embezzlement,Electronic City,Female,40,Other,68,None,Minor
Homicide,Malleswaram,Male,46,Female,45,Blunt Object,Minor
Kidnapping,Koramangala,Male,69,Other,60,None,Fatal
Burglary,Banashankari,Other,27,Male,55,Knife,Fatal
Embezzlement,Whitefield,Male,23,Female,22,None,Minor
Kidnapping,Malleswaram,Male,36,Female,44,Knife,Fatal
Fraud,Indiranagar,Female,41,Other,35,None,None
Theft,Jayanagar,Other,30,Female,70,Knife,Minor
Vandalism,Kamakshipalya,Female,21,Male,46,None,Minor
Theft,Jayanagar,Male,67,Other,19,Gun,Minor
Embezzlement,Whitefield,Other,29,Other,23,None,Fatal
Assault,Hebbal,Other,43,Male,50,Knife,None
Robbery,Malleswaram,Male,57,Female,29,Blunt Object,Fatal
Fraud,Whitefield,Other,18,Other,68,None,Minor
Robbery,Hebbal,Other,55,Other,39,Gun,Fatal
Theft,Banashankari,Other,51,Male,52,Knife,Fatal
Embezzlement,Electronic City,Female,52,Other,20,None,None
Arson,Malleswaram,Male,68,Male,69,Fire,None
Theft,Whitefield,Female,65,Male,41,None,None
Fraud,Jayanagar,Other,50,Other,23,None,Minor
Burglary,Koramangala,Female,47,Female,34,Knife,None
Theft,Indiranagar,Other,65,Other,47,None,None
Embezzlement,Koramangala,Female,45,Other,33,None,Minor
Fraud,Banashankari,Female,37,Other,49,None,None
Burglary,Kamakshipalya,Male,66,Male,70,Gun,Fatal
Homicide,Kamakshipalya,Other,44,Female,26,Gun,None
Assault,Whitefield,Female,50,Other,40,Gun,Minor
Burglary,Whitefield,Male,70,Other,57,Gun,Minor
Burglary,Yelahanka,Female,56,Other,31,Knife,Fatal
Vandalism,Kamakshipalya,Male,21,Male,66,Blunt Object,None
Burglary,Banashankari,Other,44,Male,52,Gun,Minor
Homicide,Koramangala,Other,36,Male,54,Gun,Minor
Vandalism,Electronic City,Male,63,Other,64,None,Fatal
Arson,Banashankari,Male,62,Female,52,Fire,Minor
Theft,Jayanagar,Female,49,Female,20,Gun,None
Embezzlement,Whitefield,Other,60,Female,58,None,Minor
Burglary,Malleswaram,Female,29,Other,62,Gun,Fatal
Assault,Jayanagar,Female,31,Male,41,Fists,Minor
Assault,Yelahanka,Other,30,Other,57,Knife,Minor
Embezzlement,Malleswaram,Male,46,Male,70,None,None
Theft,Banashankari,Male,50,Female,21,Knife,None
Fraud,Electronic City,Other,60,Female,44,None,None
Robbery,Hebbal,Male,49,Male,64,Knife,None
Burglary,Yelahanka,Other,31,Other,69,None,Minor
Homicide,Jayanagar,Male,29,Male,36,Blunt Object,Fatal
Theft,Kamakshipalya,Female,60,Male,66,Gun,None
Robbery,Indiranagar,Female,52,Female,20,Knife,Fatal
Homicide,Yelahanka,Other,62,Other,44,Gun,None
Kidnapping,Yelahanka,Other,25,Other,55,Knife,Minor
Kidnapping,Jayanagar,Female,63,Other,42,None,None
Burglary,Hebbal,Male,29,Other,26,Knife,Minor
Vandalism,Kamakshipalya,Other,27,Male,53,Blunt Object,None
Robbery,Malleswaram,Male,38,Female,40,Gun,Minor
Assault,Banashankari,Male,21,Female,38,Gun,Fatal
Assault,Jayanagar,Other,58,Other,18,Gun,None
Burglary,Banashankari,Female,42,Other,25,Knife,Minor
Vandalism,Koramangala,Male,39,Other,68,Blunt Object,Fatal
Theft,Electronic City,Other,37,Other,60,Knife,Minor
Fraud,Whitefield,Female,28,Male,31,None,None
Homicide,Electronic City,Other,54,Male,18,Blunt Object,Minor
Arson,Banashankari,Male,47,Male,47,Fire,Fatal
Burglary,Malleswaram,Other,55,Male,45,Gun,None
Theft,Kamakshipalya,Male,55,Male,26,None,Fatal
Homicide,Electronic City,Male,32,Female,22,Gun,Minor
Kidnapping,Indiranagar,Male,41,Female,49,Gun,Fatal
Fraud,Koramangala,Male,63,Female,33,None,None
Vandalism,Banashankari,Other,20,Male,47,Spray Paint,Fatal
Kidnapping,Whitefield,Female,55,Female,48,Gun,Minor
Kidnapping,Jayanagar,Female,18,Other,45,None,Minor
Arson,Kamakshipalya,Male,44,Other,38,Fire,Fatal
Fraud,Hebbal,Female,21,Other,53,None,None
Robbery,Malleswaram,Female,46,Female,47,Knife,Fatal
Vandalism,Electronic City,Female,55,Male,32,Blunt Object,Minor
Arson,Malleswaram,Male,30,Male,51,Fire,Minor
Arson,Banashankari,Male,39,Male,22,Fire,Minor
Assault,Electronic City,Other,52,Male,49,Fists,Minor
Embezzlement,Whitefield,Other,18,Male,43,None,Minor
Vandalism,Koramangala,Other,46,Male,35,Spray Paint,Minor
Theft,Indiranagar,Other,65,Male,27,Knife,Fatal
Arson,Yelahanka,Other,47,Male,49,Fire,None
Arson,Hebbal,Male,27,Female,61,None,Minor
Fraud,Yelahanka,Other,36,Male,70,None,None
Assault,Electronic City,Female,69,Male,27,Knife,Fatal
Theft,Kamakshipalya,Female,55,Other,62,Gun,None
Robbery,Malleswaram,Other,32,Female,46,Gun,None
Assault,Electronic City,Male,51,Male,63,Fists,Minor
Fraud,Electronic City,Other,24,Male,34,None,Fatal
Kidnapping,Kamakshipalya,Other,65,Female,63,None,None
Vandalism,Whitefield,Other,40,Other,48,None,Fatal
Homicide,Indiranagar,Female,38,Other,57,Blunt Object,Minor
Arson,Malleswaram,Male,53,Other,60,Fire,Fatal
Theft,Hebbal,Female,60,Male,23,Gun,Fatal
Arson,Hebbal,Other,26,Other,61,None,Fatal
Vandalism,Jayanagar,Other,64,Male,63,Spray Paint,Fatal
Homicide,Banashankari,Female,31,Other,28,Blunt Object,Fatal
Arson,Electronic City,Female,18,Other,24,None,None
Kidnapping,Jayanagar,Male,43,Other,68,Gun,Fatal
Homicide,Banashankari,Female,63,Female,46,Gun,Minor
Assault,Yelahanka,Female,19,Female,58,Knife,Minor
Kidnapping,Whitefield,Other,49,Other,41,None,Fatal
Theft,Banashankari,Male,36,Other,30,Gun,Fatal
Kidnapping,Indiranagar,Male,32,Female,39,Gun,None
Assault,Hebbal,Other,37,Male,50,Gun,Minor
Homicide,Koramangala,Other,31,Other,25,Gun,Fatal
Fraud,Indiranagar,Female,35,Female,67,None,Fatal
Fraud,Yelahanka,Other,42,Other,39,None,Fatal
Burglary,Malleswaram,Male,62,Other,49,Gun,Fatal
Assault,Kamakshipalya,Other,58,Other,49,Gun,None
Arson,Banashankari,Male,26,Female,20,Fire,Minor
Arson,Indiranagar,Female,63,Male,29,None,Fatal
Assault,Hebbal,Other,57,Female,36,Knife,None
Kidnapping,Whitefield,Male,24,Male,58,Gun,None
Burglary,Indiranagar,Male,58,Other,32,Gun,Minor
Arson,Malleswaram,Female,46,Female,24,Fire,Minor
Homicide,Kamakshipalya,Male,20,Male,42,Blunt Object,Minor
Assault,Yelahanka,Other,40,Male,33,Fists,Minor
Fraud,Jayanagar,Other,45,Other,70,None,Fatal
Assault,Malleswaram,Other,46,Other,53,Knife,Minor
Assault,Koramangala,Female,26,Female,66,Gun,Fatal
Fraud,Malleswaram,Female,23,Female,65,None,Fatal
Arson,Kamakshipalya,Other,31,Other,38,Fire,None
Assault,Whitefield,Male,65,Other,29,Knife,None
Vandalism,Kamakshipalya,Female,65,Female,63,None,Minor
Theft,Koramangala,Female,35,Other,36,Gun,None
Arson,Kamakshipalya,Female,20,Other,39,None,None
Burglary,Koramangala,Other,26,Other,69,Knife,Minor
Assault,Banashankari,Female,23,Other,52,Fists,Fatal
Homicide,Kamakshipalya,Other,34,Female,70,Blunt Object,Minor
Homicide,Kamakshipalya,Male,29,Female,40,Gun,Minor
Burglary,Hebbal,Female,68,Male,40,None,Fatal
Theft,Hebbal,Other,65,Male,61,Gun,Fatal
Burglary,Yelahanka,Female,28,Male,68,Knife,None
Arson,Banashankari,Other,42,Male,40,None,Fatal
Theft,Kamakshipalya,Other,48,Male,68,Gun,Minor
Arson,Electronic City,Female,43,Female,50,None,Minor
Fraud,Hebbal,Other,49,Other,45,None,Minor
Assault,Banashankari,Male,31,Male,18,Gun,Minor
Fraud,Banashankari,Other,34,Male,54,None,Minor
Arson,Yelahanka,Other,52,Female,29,Fire,None
Theft,Malleswaram,Male,63,Female,28,Knife,Minor
Homicide,Hebbal,Male,37,Other,46,Knife,None
Kidnapping,Hebbal,Male,26,Male,34,Knife,Fatal
Burglary,Banashankari,Female,70,Other,47,Knife,None
Robbery,Banashankari,Other,41,Male,51,Knife,Minor
Fraud,Electronic City,Other,26,Female,23,None,None
Embezzlement,Banashankari,Other,50,Female,25,None,Fatal
Embezzlement,Electronic City,Female,70,Male,47,None,Fatal
Assault,Electronic City,Other,49,Other,35,Fists,Fatal
Arson,Whitefield,Female,24,Male,59,None,None
Fraud,Hebbal,Female,49,Other,26,None,Fatal
Kidnapping,Koramangala,Female,28,Male,35,Knife,Fatal
Theft,Yelahanka,Female,20,Male,54,Gun,Fatal
Kidnapping,Electronic City,Other,20,Female,18,Knife,None
Embezzlement,Banashankari,Female,18,Male,47,None,Minor
Embezzlement,Jayanagar,Other,56,Female,62,None,Fatal
Kidnapping,Indiranagar,Female,36,Male,27,Gun,None
Homicide,Jayanagar,Female,70,Female,62,Gun,None
Robbery,Whitefield,Female,53,Male,46,Knife,None
Kidnapping,Hebbal,Female,65,Male,67,Gun,Fatal
Homicide,Indiranagar,Other,43,Female,56,Knife,Minor
Arson,Malleswaram,Female,47,Other,58,Fire,None
Kidnapping,Whitefield,Female,19,Female,38,None,Minor
Arson,Yelahanka,Other,19,Female,56,Fire,None
Assault,Hebbal,Other,52,Female,58,Knife,Minor
Theft,Indiranagar,Other,66,Female,51,Knife,Fatal
Fraud,Kamakshipalya,Female,45,Other,66,None,None
Assault,Yelahanka,Female,66,Other,57,Gun,None
Assault,Whitefield,Other,50,Male,39,Knife,Minor
Robbery,Jayanagar,Other,48,Female,30,Knife,Minor
Embezzlement,Indiranagar,Male,24,Male,54,None,Fatal
Kidnapping,Indiranagar,Other,57,Female,28,Gun,Fatal
Assault,Banashankari,Male,26,Other,48,Gun,None
Kidnapping,Whitefield,Male,18,Other,58,Gun,Minor
Homicide,Yelahanka,Other,19,Male,59,Blunt Object,Fatal
Kidnapping,Indiranagar,Other,43,Other,61,Gun,Fatal
Embezzlement,Banashankari,Male,40,Other,35,None,Minor
Embezzlement,Jayanagar,Female,66,Other,47,None,Fatal
Burglary,Whitefield,Female,44,Other,69,Gun,Minor
Homicide,Jayanagar,Other,24,Female,33,Knife,None
Assault,Electronic City,Female,42,Female,43,Knife,Fatal
Theft,Kamakshipalya,Male,60,Other,20,None,None
Robbery,Indiranagar,Other,20,Other,19,Knife,Fatal
Burglary,Hebbal,Female,58,Other,58,Gun,Fatal
Kidnapping,Hebbal,Male,21,Female,28,Gun,Fatal
Assault,Koramangala,Female,54,Female,64,Gun,Fatal
Arson,Electronic City,Female,49,Male,39,None,Fatal
Burglary,Koramangala,Female,64,Female,50,None,Fatal
Vandalism,Kamakshipalya,Male,68,Female,19,None,None
Homicide,Kamakshipalya,Female,26,Other,49,Gun,Minor
Vandalism,Koramangala,Other,59,Male,59,Blunt Object,None
Fraud,Yelahanka,Male,60,Male,59,None,Fatal
Homicide,Koramangala,Female,49,Other,52,Gun,Minor
Burglary,Kamakshipalya,Female,47,Male,26,Knife,None
Fraud,Indiranagar,Female,26,Male,25,None,Minor
Arson,Malleswaram,Male,68,Male,62,Fire,None
Arson,Kamakshipalya,Other,56,Male,61,Fire,None
Kidnapping,Indiranagar,Other,65,Male,43,None,Fatal
Fraud,Electronic City,Female,38,Other,37,None,Minor
Assault,Whitefield,Female,37,Female,50,Gun,Minor
Fraud,Banashankari,Female,42,Male,19,None,Fatal
Embezzlement,Kamakshipalya,Female,33,Other,19,None,Minor
Robbery,Indiranagar,Female,29,Female,68,Gun,None
Assault,Whitefield,Female,60,Male,56,Fists,Fatal
Robbery,Jayanagar,Male,64,Male,48,Knife,Minor
Embezzlement,Hebbal,Male,62,Female,63,None,Minor
Theft,Indiranagar,Male,42,Female,40,Gun,None
Kidnapping,Hebbal,Other,18,Other,24,None,Minor
Burglary,Electronic City,Male,49,Male,61,Knife,None
Arson,Electronic City,Male,27,Female,56,None,Fatal
Kidnapping,Malleswaram,Female,22,Other,47,Gun,None
Burglary,Indiranagar,Male,52,Female,63,Gun,None
Vandalism,Kamakshipalya,Female,53,Female,51,Spray Paint,None
Burglary,Electronic City,Female,69,Male,47,Gun,None
Homicide,Whitefield,Other,20,Female,64,Knife,Minor
Arson,Electronic City,Female,63,Male,36,None,Fatal
Robbery,Jayanagar,Other,54,Other,60,Gun,Fatal
Vandalism,Hebbal,Female,34,Other,35,None,None
Robbery,Koramangala,Other,20,Male,25,Gun,Minor
